date,Argentina,Bolivia,Brazil,Chile,Colombia,Ecuador,Falkland Islands,Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela
2021-01-02,8081.0,1100.857,35683.286,2501.143,11643.571,748.429,0.0,8.857,650.857,1370.143,57.857,579.571,304.571
2021-01-03,8203.0,1116.857,35622.714,2583.714,11617.571,751.286,0.0,9.286,664.429,1793.286,59.286,585.0,273.429
2021-01-04,8346.714,1153.857,35280.143,2659.0,11760.571,760.286,0.0,11.571,637.571,1688.286,68.571,588.571,253.0
2021-01-05,8652.429,1197.286,35524.714,2730.714,12592.0,822.429,0.0,15.143,665.714,1509.571,69.714,591.714,257.286
2021-01-06,8891.857,1229.857,36511.429,2647.571,13330.0,837.857,0.0,12.571,676.571,1646.0,69.286,652.571,255.286
2021-01-07,9213.143,1252.429,41297.143,2886.143,13510.286,839.0,0.0,19.571,703.429,983.0,77.143,669.714,252.0
2021-01-08,10536.857,1452.714,46532.429,2973.857,14384.0,824.286,0.0,17.286,806.429,1577.571,82.429,655.143,254.714
2021-01-09,11367.857,1534.714,51681.0,3120.0,14993.571,833.714,0.0,27.143,901.143,1577.571,86.429,671.286,298.429
2021-01-10,11642.714,1605.0,53372.0,3390.286,15868.571,922.286,0.0,30.857,951.429,1154.429,87.857,766.143,340.0
2021-01-11,11711.571,1659.571,54187.429,3607.286,16538.857,918.0,0.0,29.857,956.857,2244.143,81.571,782.143,368.0
2021-01-12,11710.571,1641.857,55093.286,3719.143,16159.429,926.286,0.0,35.143,970.571,2553.571,84.571,820.286,376.714
2021-01-13,11608.286,1691.0,54710.429,3863.143,16029.857,991.143,0.429,41.286,985.429,2601.857,83.0,775.286,414.714
2021-01-14,11529.857,1732.143,51904.714,3933.714,15964.857,1088.143,0.429,39.429,969.143,2601.857,78.571,883.143,441.857
2021-01-15,11385.0,1776.429,53263.429,3971.286,16373.0,1102.571,0.429,48.0,970.714,4263.286,79.286,943.857,455.571
2021-01-16,11081.429,1840.286,54270.857,3964.429,17095.857,1494.143,0.429,44.286,946.0,4263.286,74.429,956.429,447.714
2021-01-17,11003.714,1898.143,54612.143,3987.0,17359.0,1487.429,0.429,47.714,918.143,4912.429,74.143,884.571,456.143
2021-01-18,10929.571,1920.714,54353.0,3979.714,17318.429,1448.286,0.429,49.0,864.714,3626.143,80.0,851.714,494.429
2021-01-19,10695.0,2047.0,54028.0,4002.286,17569.857,1428.714,0.429,42.429,824.143,3316.714,75.857,800.0,545.429
2021-01-20,10607.429,2132.429,54692.286,4030.714,17857.0,1428.571,0.429,45.571,836.429,4711.857,76.571,831.286,554.286
2021-01-21,10337.429,2196.714,53352.429,4056.429,17606.286,1455.286,0.429,46.0,839.714,4711.857,82.857,714.714,549.286
2021-01-22,10111.857,2095.429,51567.857,4126.571,16748.429,1470.286,0.429,48.286,797.286,3840.571,76.571,746.286,562.714
2021-01-23,10030.429,2044.143,51546.857,4164.857,15990.714,1060.571,0.429,53.0,776.143,3840.571,75.857,756.857,562.714
2021-01-24,9711.429,1979.143,51133.0,4182.571,15296.0,1401.429,0.429,55.714,784.571,4767.286,75.714,750.714,558.0
2021-01-25,9624.714,2012.143,51361.143,4204.0,14944.857,1417.571,0.429,55.143,825.429,4767.286,69.714,739.714,524.0
2021-01-26,9377.286,2016.857,51283.857,4192.714,14611.571,1368.286,1.286,56.571,862.143,6667.429,66.429,747.714,486.857
2021-01-27,9196.0,2047.0,51326.0,4164.0,14046.571,1317.143,0.857,52.143,816.571,4860.714,65.714,719.143,466.714
2021-01-28,8921.0,2047.571,51584.571,4148.0,13604.286,1401.571,0.857,57.571,771.286,5822.286,59.0,699.286,443.429
2021-01-29,8790.286,2162.143,51998.571,4097.571,12887.857,1361.286,0.857,55.0,788.0,5254.0,59.857,622.714,425.857
2021-01-30,8581.714,2201.143,51258.0,4036.143,11976.714,1649.571,0.857,51.286,781.0,7159.286,57.571,602.0,439.714
2021-01-31,8573.714,2256.857,51169.571,3999.857,11342.714,1362.286,0.857,49.0,796.429,6328.714,54.429,586.429,459.714
2021-02-01,8436.0,2211.571,50878.143,3958.571,10965.714,1345.571,0.857,48.143,773.571,6328.714,48.143,583.857,462.0
2021-02-02,8334.0,2174.0,50116.714,3933.571,10463.571,1304.714,0.0,47.429,726.857,5068.143,46.143,569.571,461.0
2021-02-03,8098.714,2053.286,48637.0,3822.429,10045.286,1265.0,0.0,47.714,723.714,7299.714,44.714,555.286,479.571
2021-02-04,8015.857,1929.714,48115.143,3727.714,9691.0,1048.429,0.571,44.286,729.429,6338.143,43.143,559.571,487.286
2021-02-05,7806.714,1788.286,46999.0,3610.0,9289.571,1246.429,0.571,51.286,714.857,6481.0,36.429,539.143,493.571
2021-02-06,7775.0,1675.857,46027.0,3597.429,9200.143,1048.0,0.571,51.143,722.143,5717.571,35.286,518.714,474.286
2021-02-07,7586.857,1590.286,45778.714,3539.571,8904.571,1064.857,0.571,48.714,698.714,6922.714,33.286,510.429,455.571
2021-02-08,7378.286,1555.429,45792.429,3494.571,8136.571,1088.714,0.571,52.714,737.714,6922.714,34.429,503.143,464.286
2021-02-09,7106.714,1472.143,45069.429,3450.571,7472.429,1214.857,1.714,51.857,762.429,7723.143,30.429,498.0,477.714
2021-02-10,6898.571,1436.429,46025.714,3418.714,6817.857,1098.0,1.714,54.0,795.429,5491.571,26.143,509.0,451.571
2021-02-11,6672.857,1374.286,45525.286,3438.571,6318.429,1267.714,1.143,50.714,821.714,6452.143,24.286,492.857,436.143
2021-02-12,6498.143,1312.571,45132.714,3493.143,6072.714,1157.857,1.143,42.0,815.429,6751.0,22.714,503.571,432.571
2021-02-13,6409.143,1272.571,44925.0,3473.429,5558.429,1201.714,1.143,38.286,834.286,6814.714,20.571,521.0,442.857
2021-02-14,6493.0,1252.143,45576.571,3474.714,5403.286,1277.286,1.143,35.571,846.286,6942.857,18.857,514.0,443.143
2021-02-15,6222.286,1136.714,45179.714,3455.857,5298.143,1299.143,1.143,29.857,878.571,7400.429,17.286,530.0,425.857
2021-02-16,5680.714,996.429,47189.286,3407.143,5099.143,1184.286,0.143,31.571,913.857,5960.429,15.714,510.286,404.429
2021-02-17,5441.429,856.143,45206.0,3391.143,4907.714,1163.286,0.143,31.571,922.286,6850.143,13.286,490.0,406.143
2021-02-18,5492.857,810.0,45188.143,3405.0,4697.714,1092.429,0.143,29.0,978.143,6947.857,10.429,499.714,421.857
2021-02-19,5597.857,796.857,45647.429,3352.571,4547.429,1108.429,0.143,25.143,1012.286,7070.714,10.857,507.0,407.857
2021-02-20,5581.714,819.286,46721.0,3349.857,4557.429,1081.429,0.143,27.429,1041.143,6967.857,8.857,529.143,408.571
2021-02-21,5505.143,794.286,46544.143,3321.571,4460.429,1064.286,0.143,27.0,1096.571,6858.714,9.286,558.0,407.143
2021-02-22,5813.429,861.714,47406.714,3352.571,4444.857,1038.143,0.143,27.857,1080.429,6401.143,8.286,564.286,424.0
2021-02-23,6309.714,953.429,47164.0,3325.429,4427.286,1101.0,0.0,27.143,1082.0,6893.714,8.571,606.857,437.0
2021-02-24,6612.429,1032.0,49758.429,3365.429,4263.0,1508.571,0.0,20.571,1093.0,6966.857,8.571,666.571,446.571
2021-02-25,6692.857,1042.571,51872.714,3457.429,4100.0,1615.571,0.0,21.0,1081.0,6951.714,9.0,706.143,441.429
2021-02-26,6292.429,1030.714,53478.143,3570.0,3970.143,1617.571,0.0,22.286,1131.286,7794.143,8.429,737.857,454.429
2021-02-27,6224.571,968.0,54342.0,3653.286,3731.0,1607.143,0.0,21.571,1115.143,7762.857,9.0,742.714,448.0
2021-02-28,6147.286,959.714,54896.286,3595.0,3632.571,1640.286,0.0,23.571,1108.0,5793.429,8.714,739.857,435.429
2021-03-01,6038.857,941.571,56116.143,3823.0,3656.714,1628.429,0.0,24.0,1112.857,6642.286,9.143,754.143,428.571
2021-03-02,5921.143,882.429,55560.429,3885.0,3715.714,1563.571,0.0,24.857,1105.714,7362.857,8.429,742.571,421.143
2021-03-03,5874.286,810.286,56633.714,3954.286,3586.286,1527.571,0.0,27.286,1138.143,6400.0,8.714,742.857,419.714
2021-03-04,5759.714,791.143,57739.857,3967.857,3569.429,1223.714,0.0,30.571,1160.143,6310.0,8.286,750.0,441.286
2021-03-05,6160.857,772.286,59041.286,4074.429,3541.429,1210.143,0.0,30.857,1172.571,4783.429,7.571,769.571,437.286
2021-03-06,6073.857,771.857,60253.571,4152.143,3587.143,1228.0,0.0,31.714,1204.571,4918.714,7.429,806.857,449.429
2021-03-07,6038.714,751.857,67156.286,4451.429,3566.571,1192.571,0.0,31.714,1224.143,5871.571,6.857,834.714,460.286
2021-03-08,6095.857,709.857,66613.429,4394.714,3371.571,1178.714,0.0,31.286,1344.571,5910.143,6.714,873.0,461.286
2021-03-09,6189.286,723.429,68270.429,4507.429,3253.286,1198.429,0.0,31.571,1493.571,5960.857,6.571,908.0,483.857
2021-03-10,6166.143,724.429,69494.429,4628.143,3330.571,1052.714,0.0,40.0,1591.714,5960.857,5.286,915.714,419.714
2021-03-11,6276.429,697.143,69644.286,4770.429,3475.429,1174.571,0.0,42.0,1645.286,6069.714,5.429,967.429,473.857
2021-03-12,6270.429,718.143,71068.0,4862.143,3576.429,1163.714,0.0,48.571,1683.143,6389.143,6.571,1020.714,490.0
2021-03-13,6473.0,722.0,71559.286,4985.143,3691.0,1103.286,0.0,49.857,1729.0,6330.857,7.286,1017.571,499.143
2021-03-14,6583.714,730.857,66097.0,5046.429,3784.0,1102.571,0.0,50.429,1710.143,6142.714,6.714,1122.0,434.429
2021-03-15,6741.714,760.429,67201.143,5099.714,3860.429,1125.714,0.0,53.286,1650.571,5890.0,6.857,1166.0,530.571
2021-03-16,6874.286,766.714,69251.286,5245.429,3889.714,1105.714,0.0,55.857,1623.286,5564.429,7.0,1177.571,529.571
2021-03-17,6961.571,799.143,70277.714,5180.429,4027.714,1251.0,0.0,56.286,1696.429,7939.286,7.429,1236.286,608.0
2021-03-18,6979.286,814.429,71828.429,5422.429,4107.714,1353.143,0.0,64.143,1809.429,6877.286,7.429,1299.857,561.571
2021-03-19,7023.714,783.429,72655.286,5509.714,4258.429,1489.571,0.0,59.571,1843.714,8153.429,6.143,1332.429,622.714
2021-03-20,7102.0,772.429,73056.857,5672.857,4586.429,1457.429,0.0,66.286,1932.429,7005.0,5.571,1398.571,703.857
2021-03-21,7149.857,749.286,73627.857,5832.714,4869.429,1482.429,0.0,69.857,2015.429,8337.571,6.0,1406.571,820.571
2021-03-22,7183.714,735.429,75293.0,5980.429,5199.143,1479.0,0.0,68.714,2099.714,7702.857,5.571,1624.0,772.286
2021-03-23,7350.857,728.286,75230.571,6025.143,5374.857,1530.857,0.0,70.571,2112.429,8897.857,5.714,1748.143,782.857
2021-03-24,7350.286,714.714,75552.571,6224.429,5579.429,1601.286,0.0,71.143,2133.571,6523.0,5.0,1810.571,819.714
2021-03-25,7337.429,698.857,77029.0,6196.286,5807.0,1603.857,0.0,65.143,2029.571,9266.714,5.143,1806.0,851.0
2021-03-26,8019.714,700.429,75898.571,6324.0,6130.143,1686.857,0.0,74.429,2029.286,8677.0,4.714,1991.714,822.857
2021-03-27,8521.429,698.714,77119.857,6403.429,6343.429,1690.143,0.0,69.571,1999.714,9904.0,4.857,2193.571,765.286
2021-03-28,8975.143,713.429,77050.286,6472.0,6500.0,1697.714,0.0,74.143,2076.143,9079.429,4.429,2267.0,790.286
2021-03-29,10062.714,734.286,75142.429,6627.143,6785.857,1753.286,0.0,73.429,2044.714,9542.143,5.286,2193.429,864.143
2021-03-30,10169.714,761.857,75318.571,6647.714,7215.286,1965.0,0.0,65.714,2079.429,7408.857,5.0,2350.571,948.714
2021-03-31,11277.714,764.571,75007.0,6822.143,7595.286,1706.857,0.0,61.286,1977.714,9649.714,6.429,2533.857,1026.0
2021-04-01,12162.286,784.857,73508.714,6937.571,8269.143,1676.0,0.0,68.143,1939.714,8751.143,5.286,2675.714,1083.714
2021-04-02,11728.857,748.0,71941.429,7023.429,8673.0,1512.429,0.0,62.714,1883.143,7994.429,6.0,2746.429,1117.857
2021-04-03,11735.429,737.857,65891.714,7080.714,8800.857,1496.571,0.0,66.857,1828.0,7569.714,8.286,2660.857,1239.143
2021-04-04,12127.857,758.0,63800.286,7077.429,9069.857,1599.857,0.0,58.857,1793.143,7497.857,9.429,2907.286,1352.571
2021-04-05,12078.286,720.714,63808.714,6875.429,9518.571,1664.714,0.0,60.571,1748.286,8155.429,10.0,2910.571,1372.143
2021-04-06,13609.143,781.571,63621.714,6898.286,10072.143,1482.429,0.0,63.571,1720.714,8155.429,10.714,2943.143,1417.857
2021-04-07,14463.857,793.571,63617.571,6783.429,10462.857,1549.857,0.857,67.0,1778.429,7112.286,11.143,3062.571,1384.571
2021-04-08,15785.714,840.0,63729.286,6837.714,10607.857,1604.429,0.857,68.286,1902.429,8020.143,18.857,3209.857,1374.571
2021-04-09,17818.286,957.429,66405.714,6990.857,10879.714,1520.0,0.857,73.143,2036.571,8596.286,19.286,3768.286,1390.143
2021-04-10,19109.0,1014.714,70291.0,7006.286,11645.429,1671.714,0.857,72.0,2050.286,9400.857,17.857,3925.143,1349.857
2021-04-11,19867.143,1023.0,71270.571,7102.0,12854.143,1590.857,0.857,81.286,2012.143,9332.429,19.857,3840.714,1252.0
2021-04-12,20691.429,1098.857,70838.571,7186.857,13789.714,1470.429,0.857,83.286,2125.571,9015.857,20.286,3887.857,1180.571
2021-04-13,21567.286,1041.857,70485.571,7275.714,14439.714,1412.429,0.857,91.429,2200.714,9928.286,25.571,3766.714,1128.286
2021-04-14,22012.714,1046.429,68472.714,7320.714,15169.143,1562.143,0.286,93.714,2149.286,9877.714,31.0,3586.0,1129.286
2021-04-15,22200.714,986.714,65991.0,7204.0,15805.429,1973.143,0.286,96.286,2133.286,7124.714,29.143,3691.714,1141.714
2021-04-16,22963.857,958.714,65459.143,6984.286,16459.429,1898.0,0.286,97.714,2094.857,7506.286,33.0,3089.0,1164.0
2021-04-17,22921.0,827.143,65746.714,6975.143,16765.857,1897.143,0.286,102.571,2088.429,8265.571,38.143,3002.857,1159.571
2021-04-18,23064.571,995.857,65698.571,6888.429,16678.429,1961.286,0.286,102.0,2124.714,7133.143,39.857,2871.714,1186.143
2021-04-19,23210.857,1039.714,65251.714,6917.143,16314.143,1927.571,0.286,101.714,2128.714,7781.0,37.857,2837.143,1254.714
2021-04-20,23517.143,1070.286,63820.571,6782.714,16398.143,1937.857,0.286,99.286,2129.286,8483.0,46.286,2842.429,1252.0
2021-04-21,23627.857,1110.0,63732.286,6733.714,16501.714,1757.714,0.0,108.286,2220.714,7335.857,53.429,2930.286,1235.857
2021-04-22,23944.571,1182.429,60435.857,6660.286,16842.857,1423.143,0.143,101.0,2264.857,9552.714,58.143,2770.286,1242.571
2021-04-23,23717.714,1218.857,58277.857,6655.857,17303.143,2191.714,0.143,115.143,2332.571,9227.429,62.286,2852.571,1253.143
2021-04-24,24017.857,1403.571,57594.429,6494.714,17314.0,2085.286,0.143,119.714,2418.857,8074.857,64.429,2846.571,1231.429
2021-04-25,23838.571,1227.571,56852.0,6402.571,17359.571,1830.857,0.143,120.0,2416.714,9135.571,66.286,2874.429,1189.714
2021-04-26,23600.286,1202.286,56262.857,6324.857,17166.714,2030.286,0.143,121.857,2415.714,8628.429,71.429,2902.286,1129.0
2021-04-27,23078.857,1226.143,56720.143,6226.143,17254.286,2025.0,0.143,122.0,2395.429,7014.0,67.143,2967.0,1140.714
2021-04-28,22762.571,1252.857,57190.286,6124.0,17616.143,2117.0,0.143,118.714,2352.0,9178.714,61.0,2918.0,1173.429
2021-04-29,22596.429,1062.857,60119.714,6095.857,17330.714,2185.143,0.0,124.571,2354.714,6961.857,60.143,2834.714,1189.0
2021-04-30,21815.857,1120.0,60509.286,6049.0,17025.714,1508.0,0.0,119.286,2277.571,7684.286,61.571,2698.714,1186.0
2021-05-01,21141.857,1334.571,59725.143,5849.143,17210.286,1690.714,0.0,114.857,2246.714,6470.714,61.714,2654.571,1191.714
2021-05-02,20625.0,1266.857,59103.286,5912.0,17027.286,1991.0,0.0,116.429,2208.714,7060.429,63.429,2518.143,1221.286
2021-05-03,20214.571,1458.0,60044.857,5743.0,16850.143,1895.857,0.0,115.714,2157.143,6563.0,66.0,2395.857,1204.714
2021-05-04,20320.714,1246.571,59143.571,5613.143,16417.714,2273.286,0.0,118.571,2121.857,7214.714,66.571,2407.143,1155.143
2021-05-05,20372.286,1248.714,59014.0,5525.429,15712.143,2198.0,0.0,123.714,2114.857,5050.0,68.286,2405.714,1088.429
2021-05-06,20091.286,1765.571,59539.143,5465.286,15595.286,2091.143,0.0,121.571,2096.429,5874.0,75.714,2530.714,1095.857
2021-05-07,20110.143,1494.0,60230.0,5361.857,15557.429,2146.571,0.0,112.857,2165.143,3573.143,81.429,2531.143,1071.143
2021-05-08,20327.571,1574.286,60725.571,5460.143,15398.571,2047.429,0.0,114.143,2183.286,6515.857,84.571,2556.0,1097.714
2021-05-09,20354.429,1574.286,61215.857,5221.286,15586.143,1856.714,0.0,120.571,2178.0,5613.143,89.0,2598.714,1114.714
2021-05-10,20563.143,1375.143,60831.857,5284.714,15721.0,2002.0,0.0,125.429,2175.857,5166.143,95.714,2678.571,1175.857
2021-05-11,20525.714,1603.571,60913.429,5354.571,15988.714,1621.857,0.0,125.0,2199.143,4954.429,97.571,2700.143,1187.0
2021-05-12,20582.286,1715.143,60895.714,5357.0,16301.143,1654.857,0.0,118.571,2273.571,6707.143,104.429,2605.0,1195.714
2021-05-13,20931.571,1525.429,62001.429,5336.143,16682.571,1493.714,0.0,126.857,2273.857,5883.143,108.0,2636.0,1111.571
2021-05-14,21618.857,1862.0,62154.286,5391.143,16547.714,1444.857,0.0,130.714,2200.714,7798.857,110.571,2722.857,1116.714
2021-05-15,22111.0,1740.857,62952.857,5468.0,16828.143,1514.143,0.0,137.857,2205.714,4856.143,115.429,2754.143,921.286
2021-05-16,22792.143,2145.714,63644.857,5582.714,16524.0,1404.714,0.0,129.857,2248.286,5537.429,119.714,2832.714,1061.571
2021-05-17,24406.286,2316.286,63544.429,5612.571,16587.0,1258.571,0.0,130.0,2266.143,5537.429,127.714,2862.286,1036.143
2021-05-18,25773.0,2087.857,64215.714,5616.571,16117.286,1267.286,0.0,131.857,2312.857,5709.143,135.0,2882.714,1069.571
2021-05-19,27941.143,2123.286,64789.286,5740.143,16058.143,1182.143,0.0,135.429,2306.143,5425.143,140.286,3037.571,1123.714
2021-05-20,29277.286,2191.286,65268.857,5958.571,15619.0,1353.143,0.0,128.286,2372.286,5425.143,142.714,3148.571,1146.571
2021-05-21,30435.143,2263.0,65085.571,6056.714,15370.0,1374.143,0.0,107.857,2513.0,4473.0,147.857,3333.429,1149.143
2021-05-22,31964.0,2333.857,65163.429,6165.857,15350.571,1188.571,0.0,120.857,2673.0,5971.714,157.143,3418.571,1293.429
2021-05-23,33171.286,2440.857,65296.429,6195.714,16290.0,1246.0,0.0,122.714,2777.714,5176.714,165.857,3512.286,1149.143
2021-05-24,32310.0,2118.429,65565.286,6166.429,16860.429,1189.714,0.0,111.143,2877.714,5176.714,170.714,3568.857,1200.571
2021-05-25,30746.857,2932.143,65456.143,6222.714,18009.571,1243.0,0.0,111.571,2951.857,5560.143,177.714,3690.429,1219.0
2021-05-26,30139.286,3017.286,65453.571,6284.143,18996.429,1189.143,0.0,135.571,3027.0,4804.286,187.286,3867.143,1227.571
2021-05-27,30881.571,3053.286,62759.857,6344.571,20283.0,1010.571,0.0,130.143,3042.0,5491.286,205.857,3775.857,1280.571
2021-05-28,31415.714,3072.143,59510.857,6495.429,21502.429,934.857,0.0,140.143,2993.571,4527.714,223.286,3379.714,1300.714
2021-05-29,31082.857,2949.143,60649.0,6597.714,21753.429,985.857,0.0,115.429,2879.429,3814.857,226.714,3737.571,1341.571
2021-05-30,30589.286,2688.714,61071.0,6798.429,21546.143,998.571,0.0,111.429,2816.714,3180.857,236.143,3770.0,1350.714
2021-05-31,31378.429,3089.429,60946.286,7012.143,22431.857,977.0,0.0,117.429,2813.286,4311.429,236.0,3802.143,1335.143
2021-06-01,32914.714,2767.0,61642.286,7133.714,23115.429,1074.714,0.0,125.571,2761.429,3316.286,233.286,3735.286,1347.286
2021-06-02,32860.143,2780.857,63932.714,7193.571,23617.286,1090.571,0.0,100.143,2745.571,4026.714,244.0,3584.143,1335.429
2021-06-03,31604.571,2696.714,65580.714,7196.857,24121.857,1069.714,0.0,103.143,2763.571,3339.714,237.714,3434.143,1312.143
2021-06-04,30425.0,2698.143,64049.714,7137.857,25068.429,1082.0,0.0,105.0,2857.0,4873.143,243.429,3756.0,1300.714
2021-06-05,29537.286,2717.143,62021.714,7238.429,26279.429,955.429,0.0,113.571,2915.429,4690.857,253.857,3504.429,1324.429
2021-06-06,28832.857,2669.714,61863.714,7207.0,26826.857,930.286,0.0,107.857,2925.286,4690.857,253.857,3578.143,1334.0
2021-06-07,27978.571,2269.0,62307.857,7219.714,26651.429,957.429,0.0,109.429,2944.857,4014.429,261.714,3468.571,1350.857
2021-06-08,27376.0,2608.143,58993.571,7294.286,25597.143,756.429,0.0,98.714,2984.143,4218.571,273.286,3567.429,1390.429
2021-06-09,26624.571,2135.286,57363.429,7256.429,24865.571,715.0,0.0,97.429,2970.143,3214.429,269.286,3554.429,1429.857
2021-06-10,25958.429,2798.571,59531.571,7196.571,25298.714,886.571,0.0,101.714,2898.143,4260.714,267.143,3659.429,1404.857
2021-06-11,25384.714,2370.0,65694.571,7153.286,25237.286,911.714,0.0,105.286,2786.286,3127.143,255.714,3570.571,1366.857
2021-06-12,24589.0,2801.857,67424.0,6960.857,25384.0,954.143,0.0,98.0,2661.286,2523.571,259.714,3395.286,1370.714
2021-06-13,24107.286,2827.429,66944.143,6931.0,26022.429,940.143,0.0,103.0,2610.143,3319.143,261.571,3139.714,1364.0
2021-06-14,23978.286,3134.857,67369.286,6825.571,26369.143,914.286,0.0,104.0,2497.714,2865.0,259.0,3147.857,1323.143
2021-06-15,23424.429,2671.714,71859.0,6688.857,27207.143,912.714,0.0,103.571,2430.857,3211.143,254.857,2948.143,1259.429
2021-06-16,22870.286,3076.857,72096.286,6541.857,28056.857,1044.286,0.0,102.714,2361.429,2792.0,256.429,2872.857,1241.857
2021-06-17,22320.571,2449.714,69988.857,6393.429,27812.429,902.571,0.0,92.143,2322.0,3494.143,259.286,2662.143,1287.857
2021-06-18,21381.857,2449.714,71293.429,6226.0,27701.0,1039.143,0.0,91.571,2243.571,3589.0,253.857,2556.286,1331.429
2021-06-19,21035.286,2230.571,71887.857,6040.429,27520.429,1068.286,0.0,95.714,2203.571,3589.0,234.0,2415.286,1300.571
2021-06-20,20657.0,2156.143,72974.0,5792.143,27420.286,1072.429,0.0,101.429,2112.0,3300.571,236.143,2336.0,1293.429
2021-06-21,18844.714,1957.857,73362.286,5651.429,27257.857,1070.571,0.0,99.714,2034.143,3855.143,220.286,2223.429,1307.857
2021-06-22,18005.714,1828.714,78663.286,5527.714,27852.714,1114.571,0.0,100.571,1902.571,3304.857,210.429,2120.857,1322.286
2021-06-23,18211.571,1747.857,77358.714,5264.0,28162.429,1132.429,0.0,82.286,1836.286,3732.714,205.857,1961.714,1130.714
2021-06-24,18309.143,1711.857,77377.571,4805.857,28598.429,1020.286,0.0,118.857,1744.857,2390.429,194.571,1904.571,1254.286
2021-06-25,18832.0,2023.571,74465.714,4638.571,29161.714,1119.857,0.0,119.571,1704.0,2869.0,190.714,1743.143,1258.857
2021-06-26,19249.714,1721.714,71998.714,4481.0,29856.0,1110.857,0.0,114.429,1681.143,2869.0,187.429,1640.286,1276.571
2021-06-27,19494.0,1698.286,70197.714,4297.857,30507.143,1127.857,0.0,111.571,1730.0,2761.143,174.857,1571.571,1270.714
2021-06-28,20891.571,1822.429,68290.429,4130.571,31255.571,1301.429,0.0,106.714,1720.429,2500.571,174.143,1504.714,1085.286
2021-06-29,21274.143,1877.857,59963.0,3977.286,30864.714,1473.286,0.0,103.571,1731.714,2500.571,174.429,1388.143,1040.286
2021-06-30,20610.429,1839.429,55641.143,3927.571,30566.571,1342.429,0.0,117.286,1666.714,2637.0,169.0,1300.429,1334.286
2021-07-01,20141.0,1729.714,53427.714,3812.143,29897.714,1436.429,0.0,82.429,1648.714,3015.0,173.286,1229.429,1197.429
2021-07-02,19693.143,1646.286,51786.429,3591.714,29222.286,1274.714,0.0,79.571,1571.143,2041.714,164.571,1119.571,1179.0
2021-07-03,19047.286,1582.429,50796.143,3402.714,28270.0,1254.286,0.0,75.857,1528.429,2041.714,163.286,1045.571,1149.429
2021-07-04,18603.714,1576.143,49865.0,3240.143,27397.0,1115.143,0.0,71.571,1487.571,2722.286,161.571,977.571,1142.857
2021-07-05,18444.857,1542.0,49275.857,3067.286,26952.429,986.571,0.0,71.143,1445.714,2651.714,157.857,910.143,1290.0
2021-07-06,18091.286,1512.857,48665.429,2955.857,27072.571,923.143,0.0,87.0,1396.857,2990.857,151.714,834.429,1308.429
2021-07-07,17627.0,1437.571,49668.857,2919.143,26547.0,932.143,0.0,84.286,1359.857,2796.0,150.857,759.286,1181.143
2021-07-08,17352.571,1419.714,48671.286,3004.857,25827.0,905.714,0.0,87.857,1323.714,2376.0,151.571,671.143,1126.143
2021-07-09,16442.571,1191.429,47939.857,2825.429,24902.857,845.143,0.0,86.143,1314.857,2376.0,158.0,640.714,1105.0
2021-07-10,16089.286,1357.857,46566.714,2671.286,24043.857,833.429,0.0,88.429,1297.429,3037.286,155.714,586.143,1049.571
2021-07-11,16067.857,1324.714,45664.571,2527.714,23066.429,886.286,0.0,82.143,1282.286,2237.714,143.286,552.857,872.429
2021-07-12,15741.0,1296.286,44421.429,2430.714,22107.0,823.571,0.0,87.571,1268.571,2125.714,142.571,512.857,1035.0
2021-07-13,15517.143,1228.857,42547.571,2346.0,20794.286,990.143,0.0,69.571,1218.571,2073.714,144.714,468.286,1025.286
2021-07-14,15556.286,1018.286,42823.286,2256.286,19794.429,961.143,0.0,82.571,1179.286,2035.143,132.571,434.143,1017.0
2021-07-15,15276.143,1193.571,42859.143,2129.286,19050.857,977.714,0.0,73.857,1134.714,1993.857,123.429,391.857,1065.0
2021-07-16,15668.0,1193.571,40639.571,2022.571,18530.429,939.143,0.0,73.857,1122.286,2284.143,126.571,368.286,1083.429
2021-07-17,15763.571,1159.857,41340.857,1903.0,18389.0,1034.143,0.0,78.143,1114.714,1901.429,126.143,350.286,1139.143
2021-07-18,15490.0,1130.429,40998.0,1771.571,18215.143,1102.714,0.0,87.0,1039.0,1853.857,127.0,328.0,1291.0
2021-07-19,15172.143,1098.429,40644.143,1608.571,17901.571,1128.286,0.0,80.0,971.571,1841.143,121.286,313.714,1136.571
2021-07-20,14465.571,901.429,38156.0,1567.286,17229.714,1009.143,0.0,87.571,910.0,1778.0,120.143,297.0,982.286
2021-07-21,13742.0,1219.429,38118.714,1532.0,16374.571,979.714,0.0,72.857,870.0,1704.0,110.571,272.714,1092.429
2021-07-22,13199.857,962.714,37302.0,1459.571,15589.714,1008.857,0.0,65.571,808.143,1625.571,101.714,267.143,1071.571
2021-07-23,12965.714,1109.143,46474.143,1401.286,14914.143,1010.429,0.0,71.286,732.857,1566.286,90.571,238.714,905.571
2021-07-24,12809.429,894.429,44419.571,1324.0,13648.286,786.429,0.0,88.429,641.571,1539.857,88.714,225.429,1012.571
2021-07-25,12891.0,895.571,44635.143,1328.286,12625.714,665.0,0.0,84.0,621.286,1520.0,86.143,222.286,1006.143
2021-07-26,12861.143,756.857,45304.571,1351.714,11489.714,947.857,0.0,88.429,619.571,1508.571,84.429,216.0,1007.571
